ID;Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;anno_nacimiento;Generación ;Ingresos anuales brutos;Provincia;Digital_encuenta_index;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;camp_anno
CLI2494;F;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;16508;Tarragona;2547;30;0;82;
CLI2495;M;Si;64;Si;Servicios;+20años;Alto;2;1960;Baby Boomer;84498;Zaragoza;1091;50;0;466;3
CLI2496;M;Si;46;No;Otros;+20años;Medio;3;1978;Generación X;95377;Jaén;1346;30;1;218;
CLI2497;M;No;24;No;Funcionario;<10años;Bajo;3;2000;Millennial;17345;Vizcaya;2202;30;1;338;0,5
CLI2498;F;Si;55;Si;Artista;+20años;Bajo;1;1969;Generación X;119603;Córdoba;1013;50;0;367;3
CLI2499;F;Si;44;Si;Otros;+20años;Bajo;2;1980;Generación X;116586;Burgos;1905;50;0;516;1
CLI2500;M;Si;80;No;Ejecutivo;+20años;Alto;2;1944;Baby Boomer;40578;Valencia;1228;30;0;490;3
CLI2501;F;No;30;No;Artista;<10años;Bajo;1;1994;Millennial;20278;Murcia;1721;30;0;461;3
CLI2502;M;Si;44;Si;Artista;+20años;Medio;3;1980;Generación X;93551;Melilla;1905;30;0;451;3
CLI2503;F;Si;89;No;Servicios;+20años;Bajo;1;1935;Baby Boomer;81538;Toledo;1033;120;0;465;3
CLI2504;M;;41;Si;Artista;10-20años;Medio;3;1983;Millennial;50248;Tarragona;1054;30;0;167;
CLI2505;F;Si;43;No;Médico;+20años;Bajo;2;1981;Millennial;68264;La Rioja;709;30;0;232;
CLI2506;M;Si;91;No;Servicios;+20años;Alto;3;1933;Baby Boomer;97276;Cádiz;79815;30;0;567;4
CLI2507;M;Si;61;Si;Artista;+20años;Bajo;1;1963;Generación Silenciosa;70407;Baleares;1717;50;0;61;
CLI2508;M;Si;56;Si;Médico;+20años;Bajo;3;1968;Generación X;55683;Málaga;1111;80;0;318;0,5
CLI2509;M;Si;46;No;Ingeniero/Técnicos;+20años;Medio;4;1978;Generación X;34418;Pontevedra;64175;30;0;386;3
CLI2510;M;Si;30;Si;Artista;<10años;Bajo;4;1994;Millennial;18924;Guadalajara;985;30;0;534;4
CLI2511;M;Si;58;Si;Ejecutivo;+20años;Alto;2;1966;Generación X;25412;Valencia;876;30;1;152;
CLI2512;F;Si;44;Si;Ingeniero/Técnicos;+20años;Medio;7;1980;Generación X;62101;Álava;87;30;0;402;3
CLI2513;M;Si;68;Si;Artista;+20años;Medio;9;1956;Baby Boomer;61432;Burgos;1502;30;0;416;3
CLI2514;M;No;23;No;Funcionario;<10años;Bajo;5;2001;Millennial;18056;Guadalajara;1374;30;0;591;4
CLI2515;M;Si;44;Si;Otros;+20años;Medio;2;1980;Generación X;64039;Melilla;1836;50;0;136;
CLI2516;M;No;30;No;Funcionario;<10años;Bajo;3;1994;Millennial;27884;Santa Cruz de Tenerife;1376;30;0;410;3
CLI2517;F;Si;92;No;Servicios;+20años;Alto;2;1932;Baby Boomer;103378;Las Palmas;896;120;0;276;
CLI2518;M;No;29;No;Médico;<10años;Bajo;1;1995;Millennial;23482;Guadalajara;1167;30;0;338;0,5
CLI2519;M;No;29;No;Artista;<10años;Bajo;4;1995;Millennial;29207;Palencia;303;30;0;458;3
CLI2520;M;No;36;Si;Otros;10-20años;Bajo;1;1988;Millennial;26564;Murcia;1951;30;0;143;
CLI2521;M;No;30;Si;Artista;<10años;Bajo;1;1994;Millennial;30972;Gerona;179;30;0;65;
CLI2522;F;Si;51;No;Otros;+20años;Medio;5;1973;Generación X;66090;Álava;60265;30;0;291;
CLI2523;F;No;31;No;Médico;<10años;Bajo;5;1993;Millennial;20087;Valladolid;778;30;0;95;
CLI2524;F;No;28;No;Funcionario;<10años;Bajo;3;1996;Millennial;21833;Ávila;2789;30;0;368;3
CLI2525;F;Si;52;Si;Negocios/empresa;+20años;Medio;3;1972;Generación X;57016;Badajoz;974;80;0;266;
CLI2526;F;No;35;No;Artista;10-20años;Bajo;4;1989;Millennial;18705;Barcelona;962;30;0;257;
CLI2527;F;No;23;No;Funcionario;<10años;Bajo;4;2001;Millennial;13500;Teruel;2306;30;1;389;3
CLI2528;M;Si;80;Si;Servicios;+20años;Alto;4;1944;Baby Boomer;94738;Orense;1697;80;0;519;1
CLI2529;M;Si;39;Si;Artista;10-20años;Medio;2;1985;Millennial;22634;Guipúzcoa;1376;30;0;69;
CLI2530;M;No;57;Si;Artista;+20años;Bajo;1;1967;Generación X;49054;Sevilla;955;50;0;285;
CLI2531;M;Si;44;Si;Artista;+20años;Bajo;2;1980;Generación X;32963;Albacete;985;30;1;391;3
CLI2532;M;No;34;Si;Funcionario;10-20años;Bajo;1;1990;Millennial;19449;Lugo;939;30;1;363;0,5
CLI2533;F;Si;97;Si;Servicios;+20años;Alto;2;1927;Baby Boomer;123295;Cáceres;7395;50;0;556;4
CLI2534;F;No;43;No;Servicios;+20años;Bajo;1;1981;Millennial;122199;Segovia;1307;120;1;322;0,5
CLI2535;F;No;45;Si;Artista;+20años;Bajo;2;1979;Generación X;91808;Cádiz;1215;50;0;342;0,5
CLI2536;F;Si;80;Si;Artista;+20años;Medio;2;1944;Baby Boomer;101514;Ávila;1346;50;1;311;0,5
CLI2537;M;Si;50;Si;Artista;+20años;Medio;5;1974;Generación X;26576;Guadalajara;955;30;0;345;0,5
CLI2538;M;Si;45;No;Otros;+20años;Bajo;4;1979;Generación X;107513;La Coruña;1284;30;0;576;4
CLI2539;M;Si;83;Si;Servicios;+20años;Alto;2;1941;Baby Boomer;31392;Cádiz;955;30;0;459;3
CLI2540;M;No;43;Si;Otros;+20años;Bajo;2;1981;Millennial;39086;Navarra;709;50;0;433;3
CLI2541;F;Si;98;No;Servicios;+20años;Alto;2;1926;Baby Boomer;97393;Huesca;1756;120;0;375;3
CLI2542;M;Si;50;Si;Médico;+20años;Bajo;1;1974;Generación X;128573;Huesca;6613;50;1;195;
CLI2543;F;Si;55;Si;Artista;+20años;Medio;2;1969;Generación X;63087;Toledo;1756;50;1;236;
CLI2544;M;Si;47;No;Funcionario;+20años;Alto;2;1977;Generación X;21880;Murcia;1072;30;0;547;4
CLI2545;M;Si;55;Si;Ejecutivo;+20años;Medio;4;1969;Generación X;22923;Sevilla;1385;30;1;280;
CLI2546;F;No;58;No;Otros;+20años;Bajo;1;1966;Generación X;53664;Murcia;1267;30;0;458;3
CLI2547;F;;41;No;Ingeniero/Técnicos;10-20años;Medio;3;1983;Millennial;117100;Granada;1077;30;1;170;
CLI2548;M;No;44;;Artista;+20años;Bajo;2;1980;Generación X;113823;Segovia;1008;120;0;523;4
CLI2549;M;Si;84;Si;Servicios;+20años;Bajo;1;1940;Baby Boomer;40317;Teruel;1737;50;0;211;
CLI2550;F;Si;30;Si;Construcción;<10años;Medio;2;1994;Millennial;30598;Lérida;1054;30;1;168;
CLI2551;M;Si;45;Si;Artista;+20años;Bajo;2;1979;Generación X;118011;Toledo;1537;50;1;302;0,5
CLI2552;M;Si;55;Si;Otros;+20años;Bajo;2;1969;Generación X;45889;Albacete;1658;50;0;61;
CLI2553;M;Si;62;Si;Ejecutivo;+20años;Alto;5;1962;Baby Boomer;40044;La Rioja;1150;30;1;179;
CLI2554;M;Si;31;No;Otros;<10años;Medio;2;1993;Millennial;18828;Baleares;893;30;1;162;
CLI2555;F;No;51;Si;Negocios/empresa;+20años;Bajo;1;1973;Generación X;111765;Navarra;1326;50;1;179;
CLI2556;F;Si;79;Si;Médico;+20años;Medio;2;1945;Baby Boomer;58330;Albacete;1326;50;0;43;
CLI2557;F;Si;45;No;Médico;+20años;Bajo;1;1979;Generación X;94884;Barcelona;1445;120;0;183;
CLI2558;M;No;31;No;Artista;<10años;Bajo;2;1993;Millennial;19456;Tarragona;1261;30;1;258;
CLI2559;F;Si;30;Si;Artista;<10años;Medio;2;1994;Millennial;24055;Teruel;2043;30;0;466;3
CLI2560;F;No;35;No;Funcionario;10-20años;Bajo;4;1989;Millennial;31204;Zamora;87;30;0;275;
CLI2561;F;No;22;No;Médico;<10años;Bajo;4;2002;Millennial;23612;Castellón;1788;30;1;226;
CLI2562;M;Si;50;Si;Ejecutivo;+20años;Bajo;5;1974;Generación X;45199;Madrid;6222;30;0;584;4
CLI2563;M;No;65;Si;Artista;+20años;Bajo;2;1959;Baby Boomer;100813;Barcelona;994;50;0;35;
CLI2564;F;No;51;Si;Negocios/empresa;+20años;Bajo;1;1973;Generación X;125979;Cáceres;1326;50;0;186;
CLI2565;M;Si;51;Si;Artista;+20años;Medio;3;1973;Generación X;22432;Palencia;935;30;0;107;
CLI2566;M;No;45;Si;Artista;+20años;Bajo;2;1979;Generación X;127370;Jaén;1008;50;0;45;
CLI2567;M;Si;77;Si;Servicios;+20años;Alto;2;1947;Baby Boomer;112893;Pontevedra;1561;50;0;273;
CLI2568;F;;28;Si;Construcción;<10años;Bajo;1;1996;Millennial;19099;Burgos;1098;30;1;146;
CLI2569;M;Si;46;Si;Artista;+20años;Medio;3;1978;Generación X;95938;Jaén;60265;80;0;282;
CLI2570;F;Si;66;No;Ingeniero/Técnicos;+20años;Alto;9;1958;Baby Boomer;112542;Cuenca;1639;30;1;323;0,5
CLI2571;M;No;41;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1983;Millennial;51406;Cáceres;1882;50;1;183;
CLI2572;M;No;20;No;Funcionario;<10años;Bajo;7;2004;Millennial;14211;Melilla;11325;30;0;231;
CLI2573;M;Si;57;Si;Artista;+20años;Medio;3;1967;Generación X;57864;Cádiz;1678;80;0;203;
CLI2574;F;No;35;No;Artista;10-20años;Bajo;4;1989;Millennial;18631;Segovia;755;30;0;292;
CLI2575;M;Si;81;No;Servicios;+20años;Bajo;1;1943;Baby Boomer;98352;Vizcaya;1482;120;0;470;3
CLI2576;M;Si;32;Si;Funcionario;10-20años;Medio;2;1992;Millennial;28475;Badajoz;1491;30;1;319;0,5
CLI2577;M;Si;41;Si;Otros;10-20años;Medio;3;1983;Millennial;89926;Cuenca;801;30;1;335;0,5
CLI2578;M;Si;50;No;Otros;+20años;Medio;3;1974;Generación X;111676;Murcia;7395;30;0;595;4
CLI2579;M;No;24;No;Funcionario;<10años;Bajo;4;2000;Millennial;15327;Alicante;1305;30;0;361;0,5
CLI2580;F;Si;66;Si;Ingeniero/Técnicos;+20años;Bajo;1;1958;Baby Boomer;96595;Alicante;955;50;0;326;0,5
CLI2581;F;Si;56;Si;Artista;+20años;Medio;2;1968;Generación X;75310;Las Palmas;7395;50;0;478;3
CLI2582;M;Si;65;Si;Artista;+20años;Medio;2;1959;Baby Boomer;56109;Las Palmas;1678;50;1;215;
CLI2583;M;Si;61;Si;Artista;+20años;Medio;2;1963;Baby Boomer;80727;Zaragoza;1600;50;0;241;
CLI2584;M;No;24;No;Funcionario;<10años;Bajo;3;2000;Millennial;17197;Granada;9945;30;0;422;3
CLI2585;M;No;20;No;Artista;<10años;Bajo;4;2004;Millennial;17710;Jaén;2685;30;0;111;
CLI2586;F;Si;92;No;Servicios;+20años;Alto;2;1932;Baby Boomer;31581;Huesca;1541;30;1;237;
CLI2587;M;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;19887;Vizcaya;1721;30;0;307;0,5
CLI2588;M;Si;55;Si;Otros;+20años;Medio;3;1969;Generación X;104056;Tarragona;1072;80;1;340;0,5
CLI2589;M;Si;80;Si;Artista;+20años;Alto;3;1944;Baby Boomer;106002;Cáceres;7395;80;1;363;0,5
CLI2590;F;No;25;No;Ingeniero/Técnicos;<10años;Bajo;4;1999;Millennial;25164;Pontevedra;11325;30;0;237;
CLI2591;M;No;33;Si;Otros;10-20años;Bajo;5;1991;Millennial;23754;Murcia;801;30;0;70;
CLI2592;F;No;23;Si;Funcionario;<10años;Bajo;5;2001;Millennial;23140;Almería;1961;30;0;402;3
CLI2593;M;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;13424;Orense;2237;30;0;60;
CLI2594;M;Si;51;Si;Artista;+20años;Medio;3;1973;Generación X;60900;León;1111;80;0;186;
CLI2595;M;No;35;Si;Otros;10-20años;Bajo;2;1989;Millennial;27374;Valencia;1514;30;0;354;0,5
CLI2596;F;No;40;Si;Funcionario;10-20años;Bajo;3;1984;Millennial;70570;Guadalajara;202;30;0;491;1
CLI2597;M;Si;41;No;Médico;10-20años;Bajo;2;1983;Millennial;72616;Castellón;1514;30;0;211;
CLI2598;M;No;46;Si;Otros;+20años;Bajo;1;1978;Generación X;25813;Guipúzcoa;1463;30;0;469;1
CLI2599;M;Si;39;Si;Médico;10-20años;Bajo;1;1985;Millennial;26256;Huesca;1307;30;0;478;1
CLI2600;F;Si;46;Si;Funcionario;+20años;Medio;2;1978;Generación X;120369;Ávila;1756;50;0;418;3
CLI2601;F;No;36;No;Construcción;10-20años;Bajo;1;1988;Millennial;27322;Guadalajara;1698;30;0;513;4
CLI2602;F;Si;39;No;Ingeniero/Técnicos;10-20años;Alto;2;1985;Millennial;26828;Castellón;755;30;0;541;4
CLI2603;F;Si;65;Si;Artista;+20años;Medio;5;1959;Baby Boomer;37977;Cuenca;1228;30;0;210;
CLI2604;M;Si;77;Si;Artista;+20años;Bajo;1;1947;Baby Boomer;69204;Zamora;7004;50;0;425;3
CLI2605;M;Si;58;No;Otros;+20años;Bajo;1;1966;Generación X;82546;Lugo;1541;120;0;119;
CLI2606;F;Si;88;No;Servicios;+20años;Alto;2;1936;Baby Boomer;23423;Badajoz;1717;30;0;227;
CLI2607;M;Si;62;No;Ejecutivo;+20años;Alto;3;1962;Generación Silenciosa;50191;Ávila;1678;30;0;459;3
CLI2608;M;Si;43;Si;Artista;+20años;Medio;2;1981;Millennial;38942;Toledo;156;50;0;301;0,5
CLI2609;F;Si;80;Si;Artista;+20años;Medio;3;1944;Baby Boomer;98964;Barcelona;1287;80;0;109;
CLI2610;F;Si;64;Si;Artista;+20años;Medio;5;1960;Generación Silenciosa;79106;Burgos;1248;30;1;242;
CLI2611;F;No;33;No;Construcción;10-20años;Bajo;9;1991;Millennial;31425;Córdoba;1997;30;0;129;
CLI2612;F;No;25;No;Funcionario;<10años;Bajo;3;1999;Millennial;19429;Barcelona;1961;30;0;361;0,5
CLI2613;M;Si;65;Si;Artista;+20años;Medio;4;1959;Baby Boomer;87235;Valladolid;7395;80;0;174;
CLI2614;F;Si;62;Si;Médico;+20años;Bajo;2;1962;Baby Boomer;116999;Pontevedra;1482;50;0;134;
CLI2615;F;Si;44;Si;Artista;+20años;Bajo;1;1980;Generación X;41894;León;1721;50;1;142;
CLI2616;F;Si;75;Si;Artista;+20años;Bajo;2;1949;Baby Boomer;46073;Zamora;6222;50;0;150;
CLI2617;M;No;32;Si;Artista;10-20años;Bajo;6;1992;Millennial;31593;Santa Cruz de Tenerife;2066;30;1;363;0,5
CLI2618;F;Si;61;Si;Artista;+20años;Medio;3;1963;Baby Boomer;123667;Ceuta;6222;80;0;243;
CLI2619;M;No;23;No;Funcionario;<10años;Bajo;4;2001;Millennial;12131;Almería;2133;30;0;281;
CLI2620;F;No;21;No;Ingeniero/Técnicos;<10años;Bajo;4;2003;Millennial;15595;Gerona;2513;30;0;271;
CLI2621;F;Si;45;No;Funcionario;+20años;Medio;4;1979;Generación X;72209;Gerona;1192;30;0;224;
CLI2622;M;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;50498;Toledo;663;50;0;130;
CLI2623;M;No;36;No;Médico;10-20años;Bajo;2;1988;Millennial;21173;Soria;1008;30;0;45;
CLI2624;M;Si;34;No;Artista;10-20años;Medio;2;1990;Millennial;28007;Toledo;1031;30;1;164;
CLI2625;M;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;117249;Valladolid;1031;50;0;79;
CLI2626;M;Si;39;Si;Ejecutivo;10-20años;Alto;4;1985;Millennial;27927;Jaén;686;30;0;368;3
CLI2627;M;Si;45;Si;Otros;+20años;Medio;2;1979;Generación X;117047;Castellón;1054;50;1;216;
CLI2628;M;Si;89;Si;Servicios;+20años;Alto;2;1935;Baby Boomer;104985;Alicante;1326;50;1;167;
CLI2629;M;No;29;No;Funcionario;<10años;Bajo;3;1995;Millennial;20428;Vizcaya;9945;30;0;411;3
CLI2630;M;Si;46;No;Ejecutivo;+20años;Alto;5;1978;Generación X;78677;Palencia;974;30;0;595;4
CLI2631;F;Si;58;Si;Artista;+20años;Medio;2;1966;Generación X;89062;Baleares;974;50;1;280;
CLI2632;F;Si;36;Si;Otros;10-20años;Medio;3;1988;Millennial;23745;Guadalajara;1905;30;0;264;
CLI2633;M;Si;43;Si;Artista;+20años;Bajo;2;1981;Millennial;51827;Lérida;1698;50;0;38;
CLI2634;M;Si;91;Si;Ejecutivo;+20años;Alto;2;1933;Baby Boomer;107759;Granada;68085;50;0;354;0,5
CLI2635;F;No;28;No;Artista;<10años;Bajo;3;1996;Millennial;31580;Almería;2996;30;1;312;0,5
CLI2636;M;No;44;Si;Otros;+20años;Bajo;2;1980;Generación X;32889;Segovia;133;30;0;567;1
CLI2637;F;No;24;No;Funcionario;<10años;Bajo;4;2000;Millennial;23274;Zamora;9945;30;0;566;4
CLI2638;F;Si;41;Si;Artista;10-20años;Medio;2;1983;Millennial;61340;Castellón;1399;50;0;395;3
CLI2639;F;Si;72;Si;Artista;+20años;Bajo;2;1952;Baby Boomer;87786;Huelva;1306;50;0;506;1
CLI2640;M;Si;54;Si;Artista;+20años;Medio;2;1970;Generación X;129522;Huelva;71995;50;1;209;
CLI2641;F;Si;42;Si;Ingeniero/Técnicos;+20años;Bajo;2;1982;Millennial;62671;Guipúzcoa;1215;50;1;307;0,5
CLI2642;F;Si;72;Si;Artista;+20años;Medio;2;1952;Baby Boomer;108546;Ávila;1561;50;0;135;
CLI2643;F;Si;53;No;Ingeniero/Técnicos;+20años;Medio;5;1971;Generación X;107116;Almería;1678;30;0;420;3
CLI2644;M;Si;57;Si;Otros;+20años;Bajo;4;1967;Generación X;65351;Almería;935;80;1;244;
CLI2645;M;Si;80;Si;Servicios;+20años;Bajo;1;1944;Baby Boomer;129414;Valencia;1248;50;0;492;1
CLI2646;F;No;53;Si;Ingeniero/Técnicos;+20años;Bajo;1;1971;Generación X;81949;Santa Cruz de Tenerife;5831;50;1;239;
CLI2647;M;No;28;Si;Médico;<10años;Bajo;2;1996;Millennial;22313;Pontevedra;2513;30;1;230;
CLI2648;M;No;34;Si;Funcionario;10-20años;Bajo;3;1990;Millennial;29117;Cádiz;1813;30;0;277;
CLI2649;M;No;28;No;Otros;<10años;Bajo;9;1996;Millennial;18028;Cádiz;3099;30;0;487;3
CLI2650;M;No;23;No;Médico;<10años;Bajo;1;2001;Millennial;19202;Huesca;3065;30;0;582;4
CLI2651;M;No;22;No;Funcionario;<10años;Bajo;4;2002;Millennial;18722;Murcia;14085;30;0;126;
CLI2652;M;No;28;No;Ejecutivo;<10años;Bajo;3;1996;Millennial;18324;Huelva;1512;30;0;595;4
CLI2653;M;Si;28;Si;Artista;<10años;Bajo;2;1996;Millennial;26675;Córdoba;2616;30;0;95;
CLI2654;M;No;32;No;Otros;10-20años;Bajo;3;1992;Millennial;31934;Madrid;11;30;0;213;
CLI2655;F;Si;79;No;Otros;+20años;Medio;3;1945;Baby Boomer;96233;Cuenca;1091;30;0;208;
CLI2656;M;Si;53;Si;Artista;+20años;Alto;2;1971;Generación X;79268;Melilla;71995;50;0;408;3
CLI2657;M;No;31;No;Médico;<10años;Bajo;5;1993;Millennial;20470;Badajoz;1077;30;0;579;4
CLI2658;F;Si;46;Si;Artista;+20años;Alto;3;1978;Generación X;58017;Ceuta;7786;80;1;153;
CLI2659;F;Si;35;Si;Artista;10-20años;Bajo;3;1989;Millennial;18241;Almería;1146;30;0;193;
CLI2660;M;Si;54;Si;Artista;+20años;Bajo;1;1970;Generación X;40387;Ceuta;1287;50;1;379;3
CLI2661;F;Si;61;Si;Artista;+20años;Medio;2;1963;Baby Boomer;105539;Almería;974;50;1;107;
CLI2662;F;Si;44;Si;Artista;+20años;Medio;3;1980;Generación X;58726;Zamora;1468;30;0;397;3
CLI2663;F;No;41;Si;Médico;10-20años;Bajo;3;1983;Millennial;47268;Cuenca;985;30;0;371;3
CLI2664;M;No;30;No;Funcionario;<10años;Bajo;4;1994;Millennial;25527;La Rioja;179;30;0;106;
CLI2665;F;Si;35;Si;Construcción;10-20años;Alto;2;1989;Millennial;24241;Ávila;1008;30;0;531;4
CLI2666;M;Si;40;No;Ejecutivo;10-20años;Alto;4;1984;Millennial;72526;Navarra;1008;30;0;277;
CLI2667;F;No;31;Si;Construcción;<10años;Bajo;1;1993;Millennial;27273;Guadalajara;1629;30;1;276;
CLI2668;M;Si;79;No;Otros;+20años;Medio;1;1945;Baby Boomer;62339;Vizcaya;1228;30;0;167;
CLI2669;M;No;20;No;Otros;<10años;Bajo;4;2004;Millennial;23994;Pontevedra;2961;30;0;33;
CLI2670;F;No;40;Si;Artista;10-20años;Bajo;1;1984;Millennial;35939;Tarragona;1284;50;0;581;1
CLI2671;F;Si;32;No;Construcción;10-20años;Alto;3;1992;Millennial;23004;Teruel;824;30;0;167;
CLI2672;F;Si;97;Si;Servicios;+20años;Alto;2;1927;Baby Boomer;60286;Vizcaya;1111;50;1;345;0,5
CLI2673;F;No;42;Si;Ingeniero/Técnicos;+20años;Bajo;1;1982;Millennial;66411;Melilla;156;50;0;546;1
CLI2674;M;Si;96;Si;Servicios;+20años;Bajo;1;1928;Baby Boomer;99698;Guipúzcoa;1209;50;0;241;
CLI2675;M;Si;56;Si;Artista;+20años;Bajo;3;1968;Generación X;33534;Granada;68085;30;0;179;
CLI2676;M;Si;56;Si;Otros;+20años;Medio;4;1968;Generación X;113828;Las Palmas;935;80;1;316;0,5
CLI2677;M;No;34;No;Artista;10-20años;Bajo;2;1990;Millennial;21348;Burgos;2043;30;0;225;
CLI2678;F;Si;52;Si;Artista;+20años;Medio;3;1972;Generación X;34457;La Rioja;64175;30;0;270;
CLI2679;F;Si;77;No;Artista;+20años;Alto;2;1947;Baby Boomer;40347;Teruel;15215;30;1;331;0,5
CLI2680;M;No;34;No;Funcionario;10-20años;Bajo;4;1990;Millennial;19684;Albacete;1077;30;1;187;
CLI2681;M;No;32;Si;Funcionario;10-20años;Bajo;6;1992;Millennial;27074;Cuenca;824;30;0;76;
CLI2682;F;No;22;No;Funcionario;<10años;Bajo;1;2002;Millennial;23545;Castellón;2789;30;0;182;
CLI2683;F;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;56305;Melilla;732;50;0;332;0,5
CLI2684;M;Si;75;No;Otros;+20años;Medio;2;1949;Baby Boomer;97487;Teruel;1482;120;0;565;4
CLI2685;M;Si;31;Si;Artista;<10años;Bajo;2;1993;Millennial;28676;Alicante;1376;30;0;419;3
CLI2686;M;No;35;Si;Médico;10-20años;Bajo;4;1989;Millennial;22068;Burgos;939;30;0;48;
CLI2687;M;Si;83;Si;Servicios;+20años;Bajo;1;1941;Baby Boomer;43930;La Coruña;1541;50;0;107;
CLI2688;F;No;43;Si;Funcionario;+20años;Bajo;1;1981;Millennial;61348;Gerona;1422;50;0;210;
CLI2689;M;No;20;No;Funcionario;<10años;Bajo;3;2004;Millennial;19680;Barcelona;234;30;0;406;3
CLI2690;F;Si;46;Si;Artista;+20años;Medio;2;1978;Generación X;97260;Santa Cruz de Tenerife;1482;50;1;361;0,5
CLI2691;M;Si;53;Si;Ejecutivo;+20años;Medio;4;1971;Generación X;23398;Castellón;1365;30;1;214;
CLI2692;F;Si;77;Si;Artista;+20años;Alto;2;1947;Baby Boomer;38962;Cáceres;1737;50;0;462;1
CLI2693;M;Si;50;Si;Artista;+20años;Medio;2;1974;Generación X;126515;Jaén;1052;50;0;317;0,5
CLI2694;F;No;32;Si;Funcionario;10-20años;Bajo;4;1992;Millennial;18295;Castellón;2066;30;0;481;3
CLI2695;M;Si;55;Si;Otros;+20años;Medio;3;1969;Generación X;56502;Murcia;1678;80;0;290;
CLI2696;F;No;24;No;Funcionario;<10años;Bajo;6;2000;Millennial;16481;Toledo;1926;30;0;342;0,5
CLI2697;M;Si;51;Si;Artista;+20años;Bajo;2;1973;Generación X;45467;Vizcaya;1639;50;0;216;
CLI2698;M;Si;43;No;Artista;+20años;Bajo;2;1981;Millennial;24490;Soria;179;30;0;560;4
CLI2699;F;Si;89;Si;Servicios;+20años;Alto;2;1935;Baby Boomer;96536;Salamanca;1111;50;0;531;4
CLI2700;F;Si;54;Si;Artista;+20años;Medio;3;1970;Generación X;83324;Alicante;1306;80;0;559;4
CLI2701;M;No;47;Si;Médico;+20años;Bajo;1;1977;Generación X;113853;Albacete;1482;50;0;548;1
CLI2702;M;Si;73;Si;Artista;+20años;Alto;2;1951;Baby Boomer;98421;Ávila;896;50;0;569;4
CLI2703;F;No;58;Si;Artista;+20años;Bajo;2;1966;Generación X;122564;Valladolid;876;50;1;152;
CLI2704;F;No;32;Si;Artista;10-20años;Bajo;1;1992;Millennial;27005;Huelva;1997;30;0;266;
CLI2705;F;Si;95;Si;Servicios;+20años;Alto;2;1929;Baby Boomer;65788;Cáceres;1385;50;0;227;
CLI2706;M;Si;77;Si;Artista;+20años;Medio;3;1947;Generación Silenciosa;102150;Guipúzcoa;1287;80;1;157;
CLI2707;F;Si;40;Si;Artista;10-20años;Medio;2;1984;Millennial;87553;Ciudad Real;847;50;0;333;0,5
CLI2708;M;No;39;Si;Artista;10-20años;Bajo;2;1985;Millennial;29873;Cáceres;1652;30;0;208;
CLI2709;F;Si;46;Si;Artista;+20años;Alto;2;1978;Generación X;66650;Huesca;1600;50;1;238;
CLI2710;F;Si;54;Si;Médico;+20años;Alto;3;1970;Generación X;21810;Sevilla;56355;30;1;224;
CLI2711;F;No;22;No;Artista;<10años;Bajo;3;2002;Millennial;19566;Cuenca;2685;30;0;357;0,5
CLI2712;F;Si;30;No;Ingeniero/Técnicos;<10años;Medio;9;1994;Millennial;30255;Valladolid;133;30;0;220;
CLI2713;M;Si;62;Si;Artista;+20años;Bajo;1;1962;Baby Boomer;78587;Almería;896;50;0;386;3
CLI2714;M;Si;74;No;Artista;+20años;Bajo;1;1950;Baby Boomer;83459;Madrid;1111;120;0;151;
CLI2715;F;Si;56;Si;Artista;+20años;Bajo;1;1968;Generación X;34802;Córdoba;857;30;0;367;3
CLI2716;M;Si;54;Si;Artista;+20años;Medio;3;1970;Generación X;103510;Murcia;1756;80;1;191;
CLI2717;M;Si;56;No;Artista;+20años;Bajo;3;1968;Generación X;123881;Soria;1756;200;1;285;
CLI2718;F;No;29;Si;Artista;<10años;Bajo;9;1995;Millennial;23601;Albacete;2927;30;0;557;4
CLI2719;M;No;65;Si;Otros;+20años;Bajo;3;1959;Baby Boomer;118386;Valladolid;1424;80;0;537;1
CLI2720;F;Si;34;Si;Otros;10-20años;Bajo;1;1990;Millennial;26526;Guipúzcoa;1008;30;0;415;3
CLI2721;M;Si;47;No;Ejecutivo;+20años;Alto;3;1977;Generación X;42204;Madrid;935;30;0;466;3
CLI2722;M;Si;65;No;Ejecutivo;+20años;Medio;5;1959;Baby Boomer;127094;Lugo;974;200;1;352;0,5
CLI2723;F;No;39;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1985;Millennial;23032;Tarragona;1813;30;1;330;0,5
CLI2724;M;No;20;No;Funcionario;<10años;Bajo;1;2004;Millennial;13706;Baleares;2720;30;0;125;
CLI2725;F;No;53;Si;Otros;+20años;Bajo;2;1971;Generación X;28560;Álava;1287;30;0;246;
CLI2726;F;Si;97;Si;Servicios;+20años;Alto;2;1927;Baby Boomer;79193;Palencia;1619;50;1;239;
CLI2727;F;No;33;Si;Funcionario;10-20años;Bajo;6;1991;Millennial;29078;Gerona;1629;30;1;378;3
